,train_loss,train_acc,val_loss,val_acc
0,"[2.050789492144008, 1.897000617883332, 1.8973527978188094, 1.7761251341434754, 1.6835923002686015, 1.5995292491967756, 1.5000774903855718, 1.3997698853356062, 1.3002915671828155, 1.2092679639848012, 1.127417340960475, 1.0549192058681602, 0.9855757090844028, 0.9290734373524032, 0.8762435058485752, 0.8231626654083121, 0.7722782584351755, 0.7309732595393083, 0.6847968037721063, 0.6410348499175912, 0.5949608455921547, 0.5537232384705345, 0.50953197362937, 0.46569384438577405, 0.42258077296914004, 0.3796029325076501, 0.3402585890585043, 0.30173156097988935]","[20.408, 27.314, 27.362, 33.024, 37.248, 40.566, 44.684, 49.09, 53.106, 56.676, 59.836, 62.64, 65.098, 67.424, 68.994, 71.154, 72.892, 74.28, 76.024, 77.34, 79.008, 80.4, 82.004, 83.58, 85.024, 86.502, 88.074, 89.418]","[2.4069065503038156, 1.8588081202187097, 2.0101776130664084, 1.7429018972780759, 1.5990498839094998, 1.7618059681627316, 1.4666948308959937, 1.3442442579010425, 1.2634125647072594, 1.1789926254330352, 1.1020180897209972, 1.1031407645335212, 1.0347393413130848, 0.9884173464470397, 0.9313482061361733, 0.914560297236275, 0.8544920910471163, 0.861208396407362, 0.8470981950386645, 0.8871727457728249, 0.8376238700299979, 0.848483754089846, 0.8215103079907049, 0.8853287993909452, 0.9084288280326337, 0.9251712615402362, 1.0189116852352034, 0.9593297338809449]","[22.87, 27.78, 27.58, 34.56, 40.1, 36.01, 46.22, 51.45, 53.69, 57.62, 61.26, 60.56, 64.04, 65.77, 67.63, 68.3, 70.24, 70.47, 71.06, 70.4, 71.26, 71.96, 73.2, 71.75, 71.24, 72.34, 70.72, 72.16]"
