,train_loss,train_acc,val_loss,val_acc
0,"[1.601697912600585, 1.0422665973504384, 0.8177028145266891, 0.6614197392114369, 0.5577360259575181, 0.4710300417470383, 0.3995845896774046, 0.3274245175365561, 0.27066757252781876, 0.2167808610614644, 0.17282116565536362, 0.13800366300796363, 0.12381647176556743, 0.10476200583436177, 0.09109442730284381, 0.08111800734798041, 0.0750923729091269, 0.07296470408835845, 0.061741736020315026]","[41.348, 62.772, 71.242, 77.042, 80.644, 83.708, 86.12, 88.46, 90.37, 92.232, 93.834, 95.06, 95.614, 96.304, 96.814, 97.104, 97.298, 97.462, 97.88]","[1.242998642852893, 0.9834769130133973, 0.7434107474625682, 0.7294428510406908, 0.6056190717239349, 0.544248491430435, 0.5733349435150433, 0.5210421915633229, 0.5086966100544594, 0.5693848025910675, 0.6100441283120895, 0.6113731675921157, 0.6190613853855255, 0.5967021071063444, 0.677677400029315, 0.6759448632978784, 0.734966310514762, 0.6737779210122249, 0.7184653234796021]","[55.89, 64.6, 74.16, 75.63, 79.18, 80.94, 80.38, 83.26, 84.1, 83.72, 83.05, 83.98, 83.48, 84.5, 83.44, 83.77, 82.38, 83.29, 83.32]"
